ID,Case Number,Place,PlaceID,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic
13514530,JH328829,Burlington,19,104XX S TORRENCE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False
13517807,JH333157,Ledyard,68,091XX S LOWE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13515655,JH330467,Avon,20,059XX W MADISON ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,ALLEY,False,False
13510868,JH324800,Colchester,37,026XX N LECLAIRE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13510788,JH324836,Colchester,37,113XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False
13510073,JH323882,Lebanon,27,006XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True
13512763,JH327226,Ridgefield,65,099XX S CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513229,JH327824,Madison,36,032XX N BROADWAY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13514293,JH328859,Ellington,63,086XX S BISHOP ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False
13512414,JH326688,Canton,29,0000X N STATE ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False
13511679,JH325811,Meriden,32,001XX W CERMAK RD,0820,THEFT,$500 AND UNDER,STREET,False,False
13509870,JH323739,Stamford,73,0000X E GRAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DEPARTMENT STORE,False,False
13510931,JH325033,Haddam,55,055XX N NATCHEZ AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512816,JH327279,Meriden,32,033XX S PRAIRIE AVE,0810,THEFT,OVER $500,STREET,False,False
13513137,JH327697,Preston,78,046XX W MONTROSE AVE,0820,THEFT,$500 AND UNDER,CTA STATION,False,False
13510731,JH324739,Kent,10,055XX N NATCHEZ AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512897,JH327430,Naugatuck,58,003XX N ORLEANS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False
13512250,JH326641,Avon,20,008XX N TRUMBULL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),VACANT LOT / LAND,True,False
13511671,JH325855,Bolton,77,026XX S KOSTNER AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13511221,JH325418,Greenwich,2,054XX N KENMORE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,STREET,False,True
13517065,JH331161,Granby,81,003XX E 56TH ST,0810,THEFT,OVER $500,APARTMENT,False,False
13510516,JH324466,Bethany,38,083XX S MARQUETTE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - PORCH / HALLWAY,False,True
13511906,JH326154,Middletown,60,005XX W HARRISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False
13511420,JH325358,Goshen,84,0000X E 103RD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512381,JH325863,Goshen,84,044XX N WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False
13510758,JH324656,Killingworth,33,032XX W 111TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512466,JH326854,Middletown,60,001XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False
13511895,JH326214,Meriden,32,006XX W ALDINE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13512288,JH326608,Goshen,84,015XX S ALBANY AVE,0460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,False,False
13510335,JH324158,Haddam,55,009XX N SACRAMENTO BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False
13513652,JH328202,Lyme,42,014XX S SPECIAL OLYMPICS DR,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,False,False
13513405,JH327926,Manchester,5,013XX W FULLERTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),False,False
13513665,JH328232,Lyme,42,032XX N HALSTED ST,0810,THEFT,OVER $500,STREET,False,False
13510000,JH323858,Bozrah,43,012XX N KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True
13510809,JH324839,Easton,50,064XX N LEHIGH AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False
13515396,JH330321,Brooklyn,71,021XX W GARFIELD BLVD,0820,THEFT,$500 AND UNDER,STREET,False,False
13513881,JH328482,Morris,75,061XX S DORCHESTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13509960,JH323946,Berlin,24,013XX S TROY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False
13510029,JH323920,Chaplin,53,048XX W FULLERTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13512501,JH326830,New London,82,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13513211,JH327808,East Hartford,30,071XX N DAMEN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13512154,JH326432,New Fairfield,69,003XX E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False
13514949,JH328635,Groton,1,028XX S CALIFORNIA AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING / RETIREMENT HOME,False,False
13512552,JH326837,Granby,81,054XX W QUINCY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False
13511693,JH325903,Granby,81,020XX W MC LEAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False
13514096,JH327974,Berlin,24,064XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False
13516779,JH332103,Canaan,35,022XX S WABASH AVE,0810,THEFT,OVER $500,SIDEWALK,False,False
13512947,JH327391,Darien,7,056XX N CHRISTIANA AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False
13513112,JH327666,Norwich,72,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,SIDEWALK,False,False
13517704,JH327322,Lyme,42,001XX E 47TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False
13513325,JH327756,Mansfield,41,013XX N HUDSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13512617,JH326984,Essex,40,044XX W 28TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13512596,JH326679,Brookfield,18,118XX S PERRY AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False
13520238,JH335941,Ellington,63,017XX W HASTINGS ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False
13510348,JH324290,Deep River,54,015XX S HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511728,JH325962,Darien,7,040XX S ELLIS AVE,0810,THEFT,OVER $500,RESIDENCE,False,False
13510140,JH323800,Glastonbury,34,110XX S VERNON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511369,JH325473,East Haven,17,059XX N KOLMAR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13513756,JH328153,Deep River,54,006XX E GRAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True
13513403,JH327151,Goshen,84,007XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False
13511400,JH325572,Goshen,84,0000X E GARFIELD BLVD,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False
13511153,JH325167,Greenwich,2,068XX S CHAMPLAIN AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False
13510988,JH325143,Bethany,38,056XX N KENMORE AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False
13510405,JH324289,Middletown,60,058XX S KEDZIE AVE,0560,ASSAULT,SIMPLE,STREET,False,False
13510334,JH324282,Monroe,67,011XX W JACKSON BLVD,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,False,False
13512932,JH327355,New London,82,102XX W ZEMKE RD,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False
13510580,JH324507,Chester,83,035XX W WALNUT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510323,JH323950,Lebanon,27,0000X W SUPERIOR ST,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,False
13511113,JH325339,Bolton,77,054XX W WEST END AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False
13511314,JH325458,Chaplin,53,028XX S ELEANOR ST,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False
13511744,JH325971,Fairfield,52,007XX N LAWNDALE AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False
13511697,JH325909,East Granby,14,0000X N LOTUS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,True
13513507,JH328048,Derby,46,075XX S WOOD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True
13510587,JH324525,Cheshire,15,051XX S LOCKWOOD AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,False
13514480,JH328693,Clinton,64,033XX N HALSTED ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,BAR OR TAVERN,False,False
13514726,JH329459,Canton,29,071XX S SEELEY AVE,0810,THEFT,OVER $500,STREET,False,False
13521165,JH334225,Beacon Falls,25,071XX S LAFLIN ST,0810,THEFT,OVER $500,STREET,False,False
13513180,JH327674,Norwich,72,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13513944,JH328615,Clinton,64,014XX S SPECIAL OLYMPICS DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SPORTS ARENA / STADIUM,False,False
13513249,JH327855,Farmington,23,059XX N KEATING AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512532,JH326840,Lebanon,27,020XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512206,JH326415,New Britain,56,059XX S WASHTENAW AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,False,False
13511726,JH325897,Burlington,19,003XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511473,JH325567,Ansonia,26,002XX W VAN BUREN ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False
13515437,JH329334,Colchester,37,008XX W BUCKINGHAM PL,0810,THEFT,OVER $500,STREET,False,False
13512261,JH326526,East Hartford,30,033XX W CHICAGO AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,False,False
13513242,JH327862,Monroe,67,051XX W OHIO ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False
13510870,JH324824,Eastford,22,049XX W WELLINGTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13510572,JH324473,Bristol,9,012XX W WASHBURNE AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,False,True
13511633,JH325828,Manchester,5,006XX N RIDGEWAY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True
13510375,JH324221,Lebanon,27,051XX W MAYPOLE AVE,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,STREET,False,True
13513958,JH328633,Hampton,74,028XX E 77TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13510937,JH325032,Brookfield,18,078XX S CALUMET AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,SIDEWALK,False,False
13509901,JH323781,Plainfield,61,011XX S CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,True,False
13513251,JH327631,Enfield,39,024XX W DEVON AVE,0810,THEFT,OVER $500,SIDEWALK,False,False
13512088,JH326348,Beacon Falls,25,074XX S MAY ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,True,True
13512444,JH326774,Goshen,84,0000X E RIVERWALK S,0484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False
13514472,JH328649,Clinton,64,007XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False
13513052,JH327560,New London,82,121XX S PRINCETON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True
13510269,JH323843,Plainfield,61,009XX N WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511841,JH325959,Clinton,64,0000X S LA SALLE ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False
13514489,JH328366,Haddam,55,037XX W 113TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False
13518660,JH324976,Brooklyn,71,065XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13517125,JH327621,Enfield,39,031XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13513062,JH327545,Colebrook,76,016XX W 95TH ST,0560,ASSAULT,SIMPLE,DRUG STORE,False,False
13514133,JH328876,Ledyard,68,045XX W 56TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513648,JH328190,East Granby,14,050XX W QUINCY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True
13512582,JH326989,Bethel,28,011XX W LAKE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512660,JH326996,Ansonia,26,078XX S HOMAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13514056,JH328036,Meriden,32,001XX E ERIE ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,STREET,False,False
13511508,JH325723,Griswold,4,0000X E 11TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13512482,JH325779,Bethany,38,0000X E LAKE ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False
13513038,JH327568,Bristol,9,035XX N HALSTED ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False
13516295,JH326290,Fairfield,52,048XX N BROADWAY,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,False
13510059,JH324070,Burlington,19,033XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False
13510591,JH324364,New Canaan,66,020XX N CLIFTON AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False
13511351,JH325477,Essex,40,004XX E PERSHING RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False
13511703,JH325931,Bethlehem,12,027XX S KOLIN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13510363,JH324296,Bloomfield,6,003XX N ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513182,JH327525,Hampton,74,027XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13510223,JH324138,Bozrah,43,008XX S WELLS ST,0460,BATTERY,SIMPLE,APARTMENT,True,False
13511645,JH325654,New London,82,026XX S CALUMET AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13516149,JH327536,Bolton,77,077XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13514959,JH328697,Bethlehem,12,027XX N MASON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False
13516376,JH331511,Burlington,19,051XX N MILWAUKEE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False
13512105,JH326428,Coventry,48,003XX E OHIO ST,0810,THEFT,OVER $500,RESTAURANT,False,False
13510899,JH324939,Eastford,22,007XX W 74TH ST,0261,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False
13512004,JH324418,Groton,1,018XX W IRVING PARK RD,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False
13510119,JH324090,Bloomfield,6,033XX S DR MARTIN LUTHER KING JR DR,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13513294,JH327916,Groton,1,055XX N KENMORE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False
13516562,JH331684,Bethany,38,032XX N PULASKI RD,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER (SPECIFY),False,False
13509920,JH323890,Cromwell,44,042XX W 25TH ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512933,JH327190,Bristol,9,001XX E 133RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13510604,JH324545,Bethany,38,098XX S ABERDEEN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13509986,JH323848,Beacon Falls,25,062XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,False,False
13513194,JH327774,Farmington,23,032XX N NARRAGANSETT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13513260,JH327870,East Lyme,8,003XX N LOREL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511525,JH325626,Bethany,38,004XX S CLINTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,True
13513237,JH327708,Lebanon,27,038XX S WOLCOTT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True
13512772,JH327234,Essex,40,035XX N CLARK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,BAR OR TAVERN,False,False
13509934,JH323780,Stamford,73,053XX N WESTERN AVE,0460,BATTERY,SIMPLE,CTA PARKING LOT / GARAGE / OTHER PROPERTY,False,False
13510115,JH323791,Litchfield,59,032XX N KILBOURN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - GARAGE,False,False
13511705,JH325892,Guilford,21,013XX W WILSON AVE,0810,THEFT,OVER $500,STREET,False,False
13511791,JH325942,Colebrook,76,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False
13511634,JH325698,Meriden,32,065XX S BISHOP ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,True
13513410,JH327265,Stamford,73,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False
13510440,JH324357,Hamden,57,022XX S SACRAMENTO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,True,True
13520425,JH335851,Cheshire,15,020XX N Sawyer ave,0820,THEFT,$500 AND UNDER,CTA BUS STOP,False,False
13512159,JH326470,Darien,7,001XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,STREET,False,False
13510805,JH324831,Bozrah,43,049XX W HUBBARD ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False
13509884,JH323720,Mansfield,41,011XX W WASHINGTON BLVD,0560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False
13510869,JH324974,Hebron,47,010XX N LATROBE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False
13516263,JH331389,Haddam,55,002XX E ERIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13512365,JH326205,Meriden,32,021XX W 50TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False
13513382,JH327747,Griswold,4,018XX N KEDZIE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False
13512839,JH327319,Clinton,64,034XX W CARMEN AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE - PORCH / HALLWAY,False,True
13512237,JH326414,New Canaan,66,024XX W 45TH PL,1754,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True
13515365,JH329162,New Canaan,66,039XX W FLOURNOY ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False
13509911,JH323831,Danbury,31,019XX S FAIRFIELD AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False
13514227,JH327673,Madison,36,044XX S HERMITAGE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,False,False
13514490,JH328402,Ledyard,68,086XX S KOMENSKY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13513533,JH327994,Canaan,35,009XX W BELMONT AVE,0461,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,False,False
13510979,JH325106,Haddam,55,029XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,STREET,False,False
13513621,JH328147,Guilford,21,013XX N ELSTON AVE,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,True,False
13512499,JH326832,Berlin,24,023XX S DRAKE AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False
13512540,JH326939,Naugatuck,58,0000X E MONROE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512287,JH325552,Litchfield,59,051XX S MARSHFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13512362,JH326221,Beacon Falls,25,058XX W 63RD PL,0810,THEFT,OVER $500,STREET,False,False
13512742,JH327173,Berlin,24,049XX W OAKDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13514172,JH327473,Middletown,60,006XX W IRVING PARK RD,0820,THEFT,$500 AND UNDER,OTHER COMMERCIAL TRANSPORTATION,False,False
13517672,JH332928,Monroe,67,039XX N LAKE SHORE DR,0810,THEFT,OVER $500,PARK PROPERTY,False,False
13512964,JH327453,Chaplin,53,038XX W MADISON ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False
13514211,JH328904,Morris,75,028XX N CLARK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),False,False
13511641,JH325517,Bridgewater,51,0000X E ADAMS ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512055,JH326168,Colchester,37,051XX S KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False
13512911,JH327291,Clinton,64,013XX S KEDVALE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True
13511122,JH325053,Ellington,63,023XX W IOWA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511650,JH325846,New Fairfield,69,010XX N PARKSIDE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13512494,JH326836,Ansonia,26,054XX W QUINCY ST,0810,THEFT,OVER $500,STREET,False,False
13511409,JH325475,Killingly,13,075XX S KOSTNER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13514645,JH329177,Canton,29,015XX W 66TH ST,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,False,False
13511403,JH325548,Litchfield,59,059XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,STREET,False,True
13510514,JH324448,Burlington,19,036XX W FRANKLIN BLVD,0460,BATTERY,SIMPLE,APARTMENT,False,False
13510800,JH324869,East Hartford,30,085XX S ABERDEEN ST,0820,THEFT,$500 AND UNDER,STREET,False,False
13510531,JH324450,Ridgefield,65,023XX N PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13512024,JH326216,Burlington,19,073XX S ARTESIAN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13513352,JH327642,Branford,11,040XX E 134TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False
13513673,JH327005,Ansonia,26,069XX S ANTHONY AVE,0460,BATTERY,SIMPLE,STREET,False,False
13511977,JH326099,Coventry,48,001XX E 51ST ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,CONVENIENCE STORE,False,False
13511986,JH326307,Meriden,32,006XX W MADISON ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False
13510657,JH324586,Hebron,47,057XX N BROADWAY,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,ALLEY,False,False
13513413,JH327487,Guilford,21,007XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False
13510542,JH324454,Killingworth,33,056XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13510358,JH324154,Bethany,38,039XX S LAKE PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13510153,JH324144,Barkhamsted,79,030XX W PALMER BLVD,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,False,False
13512470,JH326500,Canton,29,021XX S MICHIGAN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False
13516306,JH331360,Coventry,48,012XX N MILWAUKEE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,False,False
13514501,JH328652,Norwich,72,006XX N STATE ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False
13510255,JH324175,East Lyme,8,001XX S WESTERN AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False
13513036,JH327338,Ledyard,68,120XX S UNION AVE,0810,THEFT,OVER $500,STREET,False,False
13512640,JH326860,Groton,1,002XX S MICHIGAN AVE,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False
13510439,JH324401,Bolton,77,025XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True
13511214,JH325058,Brooklyn,71,046XX N CUMBERLAND AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,BANK,False,False
13513365,JH327700,East Windsor,3,033XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,STREET,False,False
