ID,Case Number,Place,PlaceID,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic
13512769,JH327225,Deep River,54,008XX W WELLINGTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13514528,JH328759,Barkhamsted,79,002XX E OHIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False
13514631,JH329042,Bridgeport,45,012XX S SAWYER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True
13510070,JH323871,Morris,75,038XX S WELLS ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CHA APARTMENT,False,True
13514086,JH325923,Glastonbury,34,016XX W 83RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511899,JH326155,Berlin,24,044XX W JACKSON BLVD,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,VACANT LOT / LAND,False,False
13510533,JH324465,Griswold,4,027XX W COYLE AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False
13510386,JH324329,Brookfield,18,043XX W THOMAS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False
13517651,JH332895,Guilford,21,017XX N CICERO AVE,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13511170,JH325359,Naugatuck,58,067XX S CLYDE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13517010,JH331971,Monroe,67,096XX S HAMILTON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False
13511338,JH325516,Enfield,39,057XX S ABERDEEN ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False
13521231,JH337129,Hampton,74,061XX N CLAREMONT AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True
13513066,JH327320,New Britain,56,049XX W FULTON ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True
13510948,JH325067,Essex,40,001XX W POLK ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False
13511376,JH325090,Haddam,55,002XX E GRAND AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False
13516941,JH331526,Essex,40,054XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),False,False
13510703,JH324557,Manchester,5,034XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13512564,JH326913,Canterbury,70,021XX W 68TH PL,0460,BATTERY,SIMPLE,STREET,False,False
13511547,JH325625,Hamden,57,022XX W WELLINGTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513799,JH325882,Middletown,60,105XX S WESTERN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511777,JH325989,Monroe,67,051XX S CALUMET AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True
13511370,JH325498,Burlington,19,050XX W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513154,JH327520,Hamden,57,091XX S LAFAYETTE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False
13512188,JH326581,Cromwell,44,011XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False
13510597,JH324464,New Fairfield,69,003XX W 31ST ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CAR WASH,False,False
13510776,JH324690,Barkhamsted,79,068XX S PERRY AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False
13512591,JH326980,Clinton,64,042XX W CERMAK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13513255,JH327839,New Canaan,66,003XX S PLYMOUTH CT,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,True,False
13510977,JH325085,Granby,81,077XX S MERRILL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511421,JH324440,Cheshire,15,117XX S STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13514506,JH328112,East Lyme,8,011XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511642,JH325801,East Granby,14,015XX S KOLIN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False
13511825,JH325986,Killingworth,33,063XX S KEATING AVE,4386,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,RESIDENCE,False,True
13512001,JH325848,Madison,36,041XX N ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13516303,JH324514,Clinton,64,065XX N SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13510382,JH324304,Hebron,47,121XX S ADA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False
13512888,JH327326,Brookfield,18,008XX W ADDISON ST,0820,THEFT,$500 AND UNDER,GAS STATION,False,False
13510317,JH324264,Lyme,42,052XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13521960,JH337028,Granby,81,043XX W THOMAS ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13512032,JH326238,Middletown,60,023XX W MONTANA ST,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,STREET,True,False
13511395,JH325304,Goshen,84,041XX W IRVING PARK RD,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA TRAIN,True,False
13516939,JH331270,Mansfield,41,028XX S KEELER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13511025,JH325099,Bozrah,43,003XX W SWANN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,True,True
13516039,JH329971,Bridgewater,51,023XX S WHIPPLE ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,False,True
13511073,JH325215,Lyme,42,059XX N KENMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13512103,JH326391,East Lyme,8,021XX N NEENAH AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13510093,JH323853,Chester,83,010XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13511799,JH326074,Granby,81,049XX W GEORGE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False
13510378,JH324320,Enfield,39,010XX N STATE ST,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False
13512393,JH325802,Greenwich,2,0000X W 108TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13512360,JH325951,Griswold,4,073XX S KIMBARK AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False
13513479,JH327739,Preston,78,023XX W CHICAGO AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False
13516368,JH331418,East Lyme,8,031XX W DIVERSEY AVE,0810,THEFT,OVER $500,STREET,False,False
13513459,JH327918,New Britain,56,032XX N CLARK ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,SIDEWALK,True,False
13510491,JH324415,Barkhamsted,79,076XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511784,JH326026,Bethany,38,102XX S AVENUE H,0460,BATTERY,SIMPLE,SIDEWALK,False,True
13512286,JH326604,East Hampton,80,044XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13510325,JH324180,Coventry,48,001XX W ELM ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511532,JH325733,Bolton,77,045XX N KIMBALL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,False
13516689,JH331967,Ellington,63,075XX N WOLCOTT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511578,JH325713,Middletown,60,029XX N MULLIGAN AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False
13511060,JH325242,Barkhamsted,79,047XX N CENTRAL PARK AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,ALLEY,False,False
13512682,JH327091,Bethel,28,054XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False
13512049,JH325486,Guilford,21,043XX W LEXINGTON ST,1753,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True
13513080,JH327242,Easton,50,001XX N LONG AVE,0650,BURGLARY,HOME INVASION,APARTMENT,False,True
13512632,JH326977,New London,82,024XX N MANGO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True
13514453,JH324273,Hartford,16,100XX S WESTERN AVE,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,False,False
13511781,JH325910,East Haven,17,045XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13510609,JH324534,Preston,78,009XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512811,JH326855,East Windsor,3,121XX S PERRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True
13513550,JH328074,Norwich,72,044XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True
13519287,JH334474,Bethlehem,12,007XX W WRIGHTWOOD AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False
13516305,JH331344,Enfield,39,022XX W CERMAK RD,0820,THEFT,$500 AND UNDER,CTA TRAIN,False,False
13513561,JH328133,Ridgefield,65,026XX W 36TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True
13513589,JH328143,Hamden,57,024XX N CALIFORNIA AVE,0460,BATTERY,SIMPLE,STREET,False,False
13512309,JH326373,Ansonia,26,011XX S LAFLIN ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CHA PARKING LOT / GROUNDS,False,True
13512120,JH326518,Berlin,24,035XX N RECREATION DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARK PROPERTY,False,False
13511901,JH326082,East Lyme,8,006XX N KEDZIE AVE,0560,ASSAULT,SIMPLE,STREET,False,False
13518289,JH333782,Groton,1,057XX N BROADWAY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,False,False
13510092,JH324160,New London,82,013XX S KOLIN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13512361,JH326211,Brooklyn,71,034XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,False,False
13513006,JH327530,Ellington,63,042XX W HADDON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513150,JH327736,Enfield,39,038XX W HIRSCH ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False
13513207,JH327792,Ledyard,68,0000X S WABASH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13510003,JH323819,Colebrook,76,002XX N KARLOV AVE,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,True,False
13512587,JH326990,New Britain,56,020XX W 80TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False
13512546,JH326746,Lebanon,27,013XX N BELL AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False
13512234,JH326633,Bethel,28,005XX N MICHIGAN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,False,False
13513397,JH327152,New Fairfield,69,005XX W 65TH PL,0820,THEFT,$500 AND UNDER,STREET,False,False
13519103,JH334891,Bethlehem,12,091XX S NORMAL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False
13512733,JH327162,Danbury,31,001XX W HUBBARD ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False
13512182,JH326438,Ellington,63,041XX W IRVING PARK RD,0560,ASSAULT,SIMPLE,CTA TRAIN,True,False
13510773,JH324795,Greenwich,2,046XX N MONTICELLO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False
13512659,JH327044,New Britain,56,084XX S KEDZIE AVE,0460,BATTERY,SIMPLE,STREET,False,False
13513477,JH327894,Darien,7,018XX S PEORIA ST,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,APARTMENT,False,True
13513308,JH327949,Branford,11,0000X E SUPERIOR ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511570,JH325759,Colebrook,76,128XX S GREEN ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False
13510969,JH325109,Derby,46,016XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513393,JH327659,Deep River,54,002XX W JACKSON BLVD,0890,THEFT,FROM BUILDING,RESTAURANT,False,False
13520951,JH336834,Darien,7,018XX W BARRY AVE,0810,THEFT,OVER $500,VEHICLE - COMMERCIAL,False,False
13512959,JH327448,Marlborough,62,022XX S ALBANY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13511982,JH326104,Killingworth,33,011XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13511949,JH325955,Burlington,19,002XX E 132ND ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False
13513370,JH327922,Manchester,5,060XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False
13510877,JH324245,Coventry,48,019XX E 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13509927,JH323929,Brooklyn,71,018XX W MONROE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False
13512231,JH326617,Greenwich,2,005XX W MONTROSE DR,0820,THEFT,$500 AND UNDER,STREET,False,False
13510830,JH324862,Plainfield,61,026XX S CALIFORNIA AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",GOVERNMENT BUILDING / PROPERTY,True,False
13513888,JH328527,Danbury,31,013XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False
13513676,JH327074,East Lyme,8,060XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True
13512927,JH326248,Stamford,73,042XX S MOZART ST,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False
13511782,JH325984,Greenwich,2,016XX W MADISON ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13518030,JH332724,Avon,20,046XX S WOODLAWN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False
13511000,JH325088,Hamden,57,001XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13510044,JH323933,Ridgefield,65,011XX W WINONA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13514310,JH323865,East Haven,17,060XX S RHODES AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,False,True
13512841,JH327273,Haddam,55,010XX N MARSHFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512367,JH326559,Brooklyn,71,016XX W OGDEN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False
13510476,JH324414,New Canaan,66,044XX N HAMLIN AVE,0460,BATTERY,SIMPLE,APARTMENT,True,False
13510698,JH324609,Madison,36,016XX W DIVISION ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,False
13510880,JH324298,New Canaan,66,052XX N RESERVE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True
13516259,JH331392,Granby,81,037XX W CONGRESS PKWY,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False
13521774,JH337616,East Hartford,30,025XX S WASHTENAW AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False
13513472,JH327937,Derby,46,068XX N ASHLAND BLVD,0460,BATTERY,SIMPLE,APARTMENT,False,True
13513147,JH327680,Colchester,37,0000X E RANDOLPH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512342,JH326434,Barkhamsted,79,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False
13511592,JH325757,Kent,10,033XX W POTOMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False
13511632,JH325788,Granby,81,089XX S JUSTINE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512051,JH326246,Coventry,48,031XX W 64TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True
13510019,JH323864,Stamford,73,0000X N LONG AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,ALLEY,False,False
13517751,JH329363,Avon,20,008XX S WELLS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13514989,JH328741,New Canaan,66,052XX S COTTAGE GROVE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13512467,JH326747,Danbury,31,103XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,True
13512166,JH326426,Colebrook,76,055XX S KOLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13511593,JH325682,Danbury,31,028XX N CAMPBELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13510961,JH325050,Chaplin,53,052XX W POLK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13514347,JH329251,Ellington,63,045XX N DOVER ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False
13513770,JH325840,Canaan,35,0000X N HOMAN BLVD,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False
13513420,JH327891,Hamden,57,075XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13513847,JH327413,Plainfield,61,011XX N LEAMINGTON AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False
13511563,JH325763,Manchester,5,051XX W KINZIE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13514052,JH328771,Middletown,60,031XX W FIFTH AVE,0810,THEFT,OVER $500,CONSTRUCTION SITE,False,False
13510706,JH324538,Bethel,28,037XX N KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True
13516711,JH331956,Ridgefield,65,033XX W WABANSIA AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,OTHER (SPECIFY),False,False
13512457,JH326618,Colebrook,76,021XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,DRUG STORE,False,False
13510391,JH324342,Marlborough,62,052XX S SACRAMENTO AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,False,False
13513821,JH328395,Chaplin,53,105XX S UNION AVE,0820,THEFT,$500 AND UNDER,STREET,False,False
13511590,JH324475,Colebrook,76,017XX W 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13509999,JH323833,Essex,40,055XX W DIVERSEY AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False
13510494,JH323918,Madison,36,016XX W 80TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,ALLEY,False,False
13512747,JH327118,Monroe,67,040XX W 115TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True
13512212,JH326605,Avon,20,038XX W MADISON ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False
13511973,JH326230,Cromwell,44,100XX S AVENUE M,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511675,JH325792,Bridgewater,51,133XX S AVENUE L,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13512996,JH327255,Bristol,9,001XX N LAKE SHORE DR NB,1360,CRIMINAL TRESPASS,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512056,JH326350,Lyme,42,010XX W BELMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13511014,JH324953,Manchester,5,015XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True
13510824,JH324828,New London,82,033XX W LAWRENCE AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False
13512753,JH327219,Naugatuck,58,064XX N CLARK ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False
13513563,JH328131,Enfield,39,009XX W BELMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,True,False
13512266,JH326718,East Granby,14,068XX N SAUGANASH AVE,0810,THEFT,OVER $500,STREET,False,False
13513422,JH327931,Canton,29,044XX W ADAMS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False
13513790,JH327324,Guilford,21,030XX S KARLOV AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True
13512481,JH326763,Bozrah,43,031XX W MONTROSE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,False,False
13511524,JH325601,Bloomfield,6,012XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False
13511682,JH325861,Guilford,21,064XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13511237,JH325435,Killingly,13,044XX W FULLERTON AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,GAS STATION,True,False
13511771,JH326016,Brooklyn,71,122XX S YALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False
13513181,JH327607,Preston,78,020XX N SPAULDING AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,True
13513206,JH327522,Glastonbury,34,023XX S WENTWORTH AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,SIDEWALK,True,False
13510478,JH324398,Brookfield,18,023XX N PULASKI RD,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False
13512720,JH327182,Bethel,28,050XX W JACKSON BLVD,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13512209,JH326531,Essex,40,005XX E 88TH PL,0810,THEFT,OVER $500,RESIDENCE,False,False
13511991,JH325966,Branford,11,031XX W MADISON ST,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,False,False
13512434,JH326758,Bethlehem,12,050XX W GLADYS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,True,True
13513340,JH327957,Ledyard,68,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
13512924,JH326326,Bethlehem,12,014XX W 47TH ST,0560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False
13512215,JH326573,Ridgefield,65,062XX N OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13510719,JH324748,Chaplin,53,050XX S CORNELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13511163,JH325382,Morris,75,007XX N TROY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False
13510446,JH324376,Danbury,31,065XX S MARSHFIELD AVE,0650,BURGLARY,HOME INVASION,APARTMENT,True,True
13513720,JH328230,Bozrah,43,031XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13513217,JH327757,Haddam,55,044XX W DIVISION ST,5112,OTHER OFFENSE,GUN OFFENDER - DUTY TO REPORT CHANGE OF INFORMATION,STREET,True,False
13513555,JH328081,Beacon Falls,25,033XX N CLARK ST,0560,ASSAULT,SIMPLE,STREET,False,False
13517410,JH327038,Darien,7,0000X S CICERO AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False
13514520,JH328368,Cheshire,15,033XX N HALSTED ST,0810,THEFT,OVER $500,STREET,False,False
13514432,JH329283,Deep River,54,036XX W 61ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True
13512817,JH327269,New London,82,002XX E 31ST ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13517691,JH332955,East Hampton,80,027XX W PRATT BLVD,0810,THEFT,OVER $500,RESIDENCE - YARD (FRONT / BACK),False,False
13510362,JH324135,Bridgewater,51,048XX S CORNELL AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,False,False
13516766,JH327945,Enfield,39,088XX S COTTAGE GROVE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False
13515756,JH329952,East Windsor,3,004XX E ILLINOIS ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False
13509938,JH323923,Avon,20,043XX N KEDZIE AVE,0810,THEFT,OVER $500,RESTAURANT,False,False
13509869,JH323763,Goshen,84,0000X W MONROE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,False,False
13511824,JH323689,Ellington,63,049XX S KEDZIE AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False
13511638,JH325813,Chaplin,53,041XX W 26TH ST,0325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False
13509937,JH323756,Bridgewater,51,026XX S CALIFORNIA AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13510998,JH325066,Morris,75,031XX W JEROME ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False
13512953,JH327401,Canton,29,0000X W 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False
13513690,JH327089,Lebanon,27,006XX N LOCKWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False
13512323,JH326680,Bloomfield,6,067XX S CHAPPEL AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,False,False
13512418,JH326654,Kent,10,0000X W WACKER DR,0440,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY",RESTAURANT,False,False
13512314,JH326676,Bethlehem,12,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False
